date;real_TR;dividend_yield;earnings_yield;inflation_1yr;inflation_2yr;inflation_5yr;inflation_10yr;ln_CAPE5;ln_CAPE10;ln_TR_CAPE;excess_CAPE_yield;sqrt_excess_CAPE_yield;detrended;detrended_off1yr;detrended_off2yr;detrended_off5yr;detrended_off7yr;detrended_off10yr;detrended_SMA_1yr;detrended_SMA_2yr;detrended_SMA_5yr;detrended_SMA_10yr;detrended_SMA_avg;detrended_BB_1yr;detrended_BB_2yr;detrended_BB_5yr;detrended_BB_10yr;detrended_BB_avg;detrended_plus_slope_1yr;detrended_plus_slope_2yrs;detrended_plus_slope_5yrs;detrended_sqr;detrended_sqr_off1yr;detrended_sqr_off2yr;detrended_sqr_off5yr;detrended_sqr_off7yr;detrended_sqr_off10yr;detrended_cutoff_hi_03;detrended_cutoff_low_03;return_avg_normalized;stdev_avg_normalized;TR_max;TR_max_off_m1yr;TR_max_off_m2yr;TR_max_off_m5yr;TR_max_off1yr;TR_max_off2yr;TR_max_off5yr;TR_max_off7yr;TR_max_off10yr;TR_min;TR_ratio;time_since_max;nominal_interest_rate_10yr;real_interest_rate_10yr;real_return_1yr;real_return_2yr;real_return_3yr;real_return_5yr;real_return_7yr;real_return_avg_1_7yrs;real_return_9yr;real_return_10yr;real_return_11yr;real_return_12yr;real_return_13yr;real_return_15yr;real_return_min;real_return_avg_9_15yrs;real_return_max;real_return_sd;real_return_20yr;real_return_25yr;real_return_6mth_cutoff_m12pc;real_return_1yr_cutoff_m20pc;real_return_10yr_cutoff_2pc;SMA_real_return_10yr_cutoff_m10pc;real_return_10yr_cutoff_11pc;SMA_real_return_10yr_cutoff_75pc;SMA_real_return_15yr_cutoff_150pc;curv_1yr;curv_2yr;curv_5yr;curv_avg;sd_6mo;sd_1yr;sd_2yr;sd_5yr;sd_10yr;sd_15yr;sd_avg;BB_6mo;BB_1yr;BB_2yr;BB_5yr;BB_avg;SMA_1yr_2yr;SMA_1yr_5yr;SMA_2yr_5yr;SMA_ratio_avg;future_real_return_1yr;future_real_return_2yr;future_real_return_3yr;future_real_return_5yr;future_real_return_7yr;future_real_return_avg_1_7yrs;future_real_return_9yr;future_real_return_10yr;future_real_return_11yr;future_real_return_12yr;future_real_return_13yr;future_real_return_15yr;future_real_return_avg_9_15yrs;future_real_return_20yr;future_real_return_25yr;future_TR_ratio_1yr;future_TR_ratio_2yr;future_TR_ratio_5yr
1872.88;1.171;0.0599;0.0864;0.038;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.209;-0.205;#N/A;#N/A;#N/A;#N/A;-0.208;#N/A;#N/A;#N/A;#N/A;-1.64;#N/A;#N/A;#N/A;#N/A;-0.211;#N/A;#N/A;-0.043;-0.042;#N/A;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.960;#N/A;#N/A;0.0554;0.0178;0.06;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;-0.06;#N/A;#N/A;#N/A;0.02;0.03;#N/A;#N/A;#N/A;#N/A;#N/A;-1.55;-0.08;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.04;0.09;0.08;0.05;0.12;0.22;0.12;0.11;0.10;0.09;0.10;0.10;0.10;0.09;0.08;#N/A;#N/A;1.08
1872.96;1.223;0.0592;0.0848;0.023;0.019;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.170;-0.207;#N/A;#N/A;#N/A;#N/A;-0.177;-0.148;#N/A;#N/A;#N/A;0.23;0.25;#N/A;#N/A;#N/A;-0.180;-0.151;#N/A;-0.029;-0.043;#N/A;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.919;#N/A;#N/A;0.0556;0.0331;0.07;0.11;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;-0.07;#N/A;#N/A;#N/A;0.03;0.02;0.04;#N/A;#N/A;#N/A;#N/A;1.82;1.62;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.08;0.08;0.07;0.05;0.11;0.21;0.12;0.10;0.10;0.09;0.11;0.10;0.10;0.09;0.08;#N/A;#N/A;1.07
1873.04;1.239;0.0592;0.0846;0.023;0.004;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.163;-0.183;-0.249;#N/A;#N/A;#N/A;-0.171;-0.152;#N/A;#N/A;#N/A;0.57;0.35;#N/A;#N/A;#N/A;-0.172;-0.149;#N/A;-0.027;-0.033;-0.062;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.907;#N/A;#N/A;0.0558;0.0332;0.08;0.12;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;-0.06;#N/A;#N/A;#N/A;0.03;0.02;0.04;#N/A;#N/A;#N/A;#N/A;1.96;1.88;1.03;#N/A;#N/A;1.14;#N/A;#N/A;#N/A;-0.02;0.07;0.07;0.04;0.11;0.19;0.11;0.10;0.10;0.09;0.10;0.09;0.10;0.09;0.08;#N/A;#N/A;1.07
1873.13;1.228;0.0592;0.0845;0.030;0.007;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.177;-0.180;-0.266;#N/A;#N/A;#N/A;-0.170;-0.154;#N/A;#N/A;#N/A;-0.30;-0.03;#N/A;#N/A;#N/A;-0.190;-0.175;#N/A;-0.031;-0.032;-0.071;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.916;#N/A;#N/A;0.0557;0.0261;0.05;0.11;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;-0.03;#N/A;#N/A;#N/A;0.04;0.02;0.03;#N/A;#N/A;#N/A;#N/A;1.04;1.28;0.91;#N/A;#N/A;1.16;#N/A;#N/A;#N/A;0.03;0.08;0.09;0.05;0.11;0.19;0.11;0.11;0.10;0.09;0.11;0.09;0.10;0.09;0.08;#N/A;#N/A;1.04
1873.21;1.224;0.0602;0.0856;0.007;0.026;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.186;-0.163;-0.257;#N/A;#N/A;#N/A;-0.172;-0.134;#N/A;#N/A;#N/A;-0.68;-0.38;#N/A;#N/A;#N/A;-0.198;-0.194;#N/A;-0.034;-0.027;-0.066;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.918;#N/A;#N/A;0.0556;0.0484;0.03;0.07;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;#N/A;#N/A;#N/A;0.03;0.02;0.03;#N/A;#N/A;#N/A;#N/A;0.54;0.96;0.89;#N/A;#N/A;1.17;#N/A;#N/A;#N/A;0.07;0.08;0.10;0.05;0.11;0.19;0.11;0.10;0.10;0.09;0.11;0.10;0.10;0.09;0.08;#N/A;#N/A;1.04
1873.29;1.214;0.0615;0.0873;0.007;0.038;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.200;-0.159;-0.193;#N/A;#N/A;#N/A;-0.180;-0.122;#N/A;#N/A;#N/A;-1.26;-0.79;#N/A;#N/A;#N/A;-0.214;-0.214;#N/A;-0.040;-0.025;-0.037;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.926;#N/A;#N/A;0.0555;0.0483;0.02;0.04;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;0.01;-0.05;#N/A;#N/A;0.03;0.02;0.03;#N/A;#N/A;#N/A;#N/A;-0.17;0.40;0.69;#N/A;#N/A;1.10;#N/A;#N/A;#N/A;0.07;0.09;0.10;0.06;0.12;0.19;0.11;0.11;0.10;0.09;0.11;0.09;0.10;0.09;0.08;#N/A;#N/A;1.00
1873.38;1.249;0.0619;0.0876;-0.007;0.035;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.176;-0.160;-0.146;#N/A;#N/A;#N/A;-0.169;-0.112;#N/A;#N/A;#N/A;0.18;-0.04;#N/A;#N/A;#N/A;-0.185;-0.187;#N/A;-0.031;-0.025;-0.021;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.900;#N/A;#N/A;0.0554;0.0627;0.05;0.04;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;0.04;-0.06;#N/A;#N/A;0.01;0.02;0.03;#N/A;#N/A;#N/A;#N/A;2.21;1.57;1.15;#N/A;#N/A;1.05;#N/A;#N/A;#N/A;0.03;0.08;0.08;0.07;0.12;0.19;0.11;0.11;0.10;0.09;0.11;0.09;0.10;0.09;0.08;#N/A;#N/A;1.00
1873.46;1.276;0.0633;0.0894;-0.022;0.019;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.160;-0.163;-0.140;#N/A;#N/A;#N/A;-0.158;-0.113;#N/A;#N/A;#N/A;1.10;0.51;#N/A;#N/A;#N/A;-0.161;-0.165;#N/A;-0.026;-0.027;-0.019;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.881;#N/A;#N/A;0.0553;0.0776;0.05;0.06;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;0.03;-0.04;#N/A;#N/A;0.03;0.03;0.03;#N/A;#N/A;#N/A;#N/A;2.40;1.92;1.38;#N/A;#N/A;1.04;#N/A;#N/A;#N/A;0.00;0.07;0.08;0.07;0.10;0.15;0.10;0.10;0.09;0.09;0.10;0.09;0.10;0.08;0.08;#N/A;#N/A;1.00
1873.54;1.280;0.0639;0.0900;-0.029;0.028;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.162;-0.155;-0.159;#N/A;#N/A;#N/A;-0.168;-0.104;#N/A;#N/A;#N/A;1.07;0.44;#N/A;#N/A;#N/A;-0.152;-0.164;#N/A;-0.026;-0.024;-0.025;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.878;#N/A;#N/A;0.0553;0.0847;0.07;0.05;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;0.04;-0.03;#N/A;#N/A;0.03;0.03;0.03;#N/A;#N/A;#N/A;#N/A;1.77;1.61;1.28;#N/A;#N/A;1.07;#N/A;#N/A;#N/A;0.02;0.07;0.09;0.08;0.11;0.16;0.10;0.11;0.09;0.09;0.11;0.09;0.10;0.08;0.08;#N/A;#N/A;1.00
1873.63;1.287;0.0644;0.0905;-0.036;0.016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.162;-0.175;-0.132;#N/A;#N/A;#N/A;-0.181;-0.109;#N/A;#N/A;#N/A;0.96;0.54;#N/A;#N/A;#N/A;-0.147;-0.156;#N/A;-0.026;-0.030;-0.017;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.873;#N/A;#N/A;0.0552;0.0917;0.10;0.05;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;0.02;0.00;#N/A;#N/A;0.03;0.03;0.03;#N/A;#N/A;#N/A;#N/A;1.46;1.46;1.22;#N/A;#N/A;1.02;#N/A;#N/A;#N/A;0.01;0.07;0.08;0.08;0.11;0.17;0.11;0.11;0.09;0.09;0.11;0.09;0.10;0.08;0.08;#N/A;#N/A;1.02
1873.71;1.196;0.0703;0.0986;-0.015;0.008;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.241;-0.200;-0.146;#N/A;#N/A;#N/A;-0.208;-0.161;#N/A;#N/A;#N/A;-2.47;-1.91;#N/A;#N/A;#N/A;-0.247;-0.239;#N/A;-0.058;-0.040;-0.021;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.940;#N/A;#N/A;0.0551;0.0700;-0.01;0.05;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;-0.01;0.02;#N/A;#N/A;0.04;0.03;0.03;#N/A;#N/A;#N/A;#N/A;-2.03;-1.04;0.00;#N/A;#N/A;1.01;#N/A;#N/A;#N/A;0.11;0.11;0.09;0.09;0.13;0.18;0.12;0.11;0.10;0.11;0.12;0.10;0.11;0.08;0.09;#N/A;#N/A;1.02
1873.79;1.124;0.0776;0.1086;-0.065;-0.004;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.308;-0.175;-0.215;#N/A;#N/A;#N/A;-0.258;-0.181;#N/A;#N/A;#N/A;-2.65;-2.59;#N/A;#N/A;#N/A;-0.341;-0.326;#N/A;-0.095;-0.031;-0.046;#N/A;#N/A;#N/A;0.000;-0.008;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1.000;#N/A;#N/A;0.0550;0.1202;-0.04;0.01;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;-0.04;-0.01;#N/A;#N/A;0.07;0.04;0.03;#N/A;#N/A;#N/A;#N/A;-2.46;-2.16;-1.02;#N/A;#N/A;1.11;#N/A;#N/A;#N/A;0.21;0.15;0.09;0.11;0.14;0.17;0.13;0.12;0.11;0.11;0.12;0.11;0.12;0.09;0.09;#N/A;#N/A;1.00
1873.88;1.126;0.0811;0.1132;-0.081;-0.031;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.312;-0.209;-0.205;#N/A;#N/A;#N/A;-0.241;-0.184;#N/A;#N/A;#N/A;-1.99;-2.04;#N/A;#N/A;#N/A;-0.376;-0.347;#N/A;-0.097;-0.043;-0.042;#N/A;#N/A;#N/A;0.000;-0.012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1.000;#N/A;#N/A;0.0549;0.1358;-0.08;0.01;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;-0.10;-0.04;#N/A;#N/A;0.09;0.04;0.03;#N/A;#N/A;#N/A;#N/A;-1.63;-1.81;-1.04;#N/A;#N/A;1.06;#N/A;#N/A;#N/A;0.23;0.14;0.08;0.11;0.15;0.18;0.13;0.12;0.10;0.12;0.13;0.11;0.12;0.09;0.09;#N/A;#N/A;1.00
1873.96;1.211;0.0747;0.1041;-0.059;-0.019;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.245;-0.170;-0.207;#N/A;#N/A;#N/A;-0.204;-0.151;#N/A;#N/A;#N/A;-0.67;-0.87;#N/A;#N/A;#N/A;-0.311;-0.289;#N/A;-0.060;-0.029;-0.043;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.967;#N/A;#N/A;0.0548;0.1136;-0.02;0.03;0.07;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;-0.11;-0.06;#N/A;#N/A;0.08;0.04;0.03;#N/A;#N/A;#N/A;#N/A;0.13;-0.20;0.13;#N/A;#N/A;1.11;#N/A;#N/A;#N/A;0.17;0.12;0.05;0.10;0.14;0.20;0.12;0.12;0.10;0.12;0.12;0.10;0.11;0.09;0.09;#N/A;#N/A;1.00
1874.04;1.264;0.0708;0.0987;-0.065;-0.011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.207;-0.163;-0.183;#N/A;#N/A;#N/A;-0.192;-0.137;#N/A;#N/A;#N/A;0.08;-0.24;#N/A;#N/A;#N/A;-0.261;-0.252;#N/A;-0.043;-0.027;-0.033;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.926;#N/A;#N/A;0.0547;0.1194;0.03;0.05;0.09;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;-0.10;-0.08;#N/A;#N/A;0.08;0.04;0.03;#N/A;#N/A;#N/A;#N/A;1.31;0.75;0.90;#N/A;#N/A;1.09;#N/A;#N/A;#N/A;0.12;0.10;0.03;0.10;0.14;0.21;0.11;0.11;0.09;0.11;0.11;0.09;0.11;0.08;0.09;#N/A;#N/A;1.00
1874.13;1.310;0.0688;0.0958;-0.065;-0.019;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.177;-0.177;-0.180;#N/A;#N/A;#N/A;-0.181;-0.120;#N/A;#N/A;#N/A;0.63;0.24;#N/A;#N/A;#N/A;-0.214;-0.219;#N/A;-0.031;-0.031;-0.032;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.894;#N/A;#N/A;0.0544;0.1191;0.07;0.06;0.09;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;-0.06;-0.09;#N/A;#N/A;0.09;0.05;0.03;#N/A;#N/A;#N/A;#N/A;2.00;1.32;1.42;#N/A;#N/A;1.07;#N/A;#N/A;#N/A;0.09;0.10;0.01;0.09;0.15;0.24;0.11;0.10;0.09;0.11;0.11;0.10;0.10;0.08;0.09;#N/A;1.36;1.00
1874.21;1.298;0.0698;0.0973;-0.065;-0.029;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.191;-0.186;-0.163;#N/A;#N/A;#N/A;-0.196;-0.124;#N/A;#N/A;#N/A;0.38;0.03;#N/A;#N/A;#N/A;-0.216;-0.229;#N/A;-0.037;-0.034;-0.027;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.902;#N/A;#N/A;0.0540;0.1188;0.07;0.05;0.07;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;0.01;-0.05;#N/A;#N/A;0.10;0.05;0.03;#N/A;#N/A;#N/A;#N/A;1.30;0.98;1.12;#N/A;#N/A;1.04;#N/A;#N/A;#N/A;0.10;0.12;0.00;0.10;0.15;0.23;0.11;0.11;0.09;0.11;0.11;0.10;0.10;0.08;0.09;#N/A;1.38;1.00
1874.29;1.290;0.0717;0.1000;-0.059;-0.037;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.203;-0.200;-0.159;#N/A;#N/A;#N/A;-0.190;-0.128;#N/A;#N/A;#N/A;0.17;-0.14;#N/A;#N/A;#N/A;-0.222;-0.238;#N/A;-0.041;-0.040;-0.025;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.908;#N/A;#N/A;0.0537;0.1125;0.03;0.04;0.04;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;0.09;-0.02;#N/A;#N/A;0.08;0.05;0.03;#N/A;#N/A;#N/A;#N/A;0.81;0.73;0.92;#N/A;#N/A;1.02;#N/A;#N/A;#N/A;0.13;0.12;0.01;0.10;0.15;0.22;0.11;0.11;0.10;0.11;0.11;0.10;0.11;0.09;0.09;#N/A;1.39;1.00
1874.38;1.274;0.0737;0.1027;-0.038;-0.037;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.221;-0.176;-0.160;#N/A;#N/A;#N/A;-0.191;-0.136;#N/A;#N/A;#N/A;-0.10;-0.39;#N/A;#N/A;#N/A;-0.232;-0.254;#N/A;-0.049;-0.031;-0.025;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.919;#N/A;#N/A;0.0534;0.0912;0.00;0.03;0.04;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;0.18;-0.01;#N/A;#N/A;0.04;0.05;0.03;#N/A;#N/A;#N/A;#N/A;-0.02;0.45;0.64;#N/A;#N/A;1.05;#N/A;#N/A;#N/A;0.15;0.12;-0.02;0.12;0.15;0.22;0.12;0.11;0.10;0.11;0.11;0.10;0.11;0.09;0.09;#N/A;1.39;1.00
1874.46;1.307;0.0740;0.1031;-0.061;-0.042;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.201;-0.160;-0.163;#N/A;#N/A;#N/A;-0.182;-0.126;#N/A;#N/A;#N/A;0.37;-0.03;#N/A;#N/A;#N/A;-0.194;-0.230;#N/A;-0.040;-0.026;-0.027;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.896;#N/A;#N/A;0.0530;0.1136;0.02;0.04;0.05;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;0.18;0.00;#N/A;#N/A;0.02;0.05;0.03;#N/A;#N/A;#N/A;#N/A;1.27;0.89;0.99;#N/A;#N/A;1.07;#N/A;#N/A;#N/A;0.12;0.10;-0.03;0.12;0.16;0.23;0.11;0.10;0.10;0.11;0.11;0.10;0.11;0.09;0.09;#N/A;1.39;1.00
1874.54;1.304;0.0740;0.1031;-0.053;-0.041;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.208;-0.162;-0.155;#N/A;#N/A;#N/A;-0.185;-0.135;#N/A;#N/A;#N/A;0.32;-0.12;#N/A;#N/A;#N/A;-0.183;-0.232;#N/A;-0.043;-0.026;-0.024;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.897;#N/A;#N/A;0.0527;0.1057;0.01;0.05;0.04;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;0.13;-0.01;#N/A;#N/A;0.01;0.05;0.03;#N/A;#N/A;#N/A;#N/A;0.76;0.81;0.88;#N/A;#N/A;1.06;#N/A;#N/A;#N/A;0.12;0.12;-0.04;0.13;0.16;0.23;0.12;0.09;0.10;0.12;0.11;0.10;0.11;0.08;0.09;#N/A;1.40;1.00
1874.63;1.326;0.0738;0.1029;-0.061;-0.049;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0.197;-0.162;-0.175;#N/A;#N/A;#N/A;-0.219;-0.140;#N/A;#N/A;#N/A;0.66;0.09;#N/A;#N/A;#N/A;-0.149;-0.217;#N/A;-0.039;-0.026;-0.030;#N/A;#N/A;#N/A;0.000;0.000;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.883;#N/A;#N/A;0.0524;0.1130;0.11;0.07;0.05;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.00;0.00;#N/A;#N/A;#N/A;#N/A;#N/A;0.06;-0.02;#N/A;#N/A;0.02;0.06;0.03;#N/A;#N/A;#N/A;#N/A;2.11;1.03;1.04;#N/A;#N/A;1.08;#N/A;#N/A;#N/A;0.11;0.11;-0.03;0.13;0.15;0.20;0.12;0.09;0.10;0.12;0.11;0.10;0.11;0.08;0.09;#N/A;1.40;1.00
