date;real_TR;dividend_yield;earnings_yield;inflation_1yr;inflation_2yr;inflation_5yr;inflation_10yr;ln_CAPE5;ln_CAPE10;ln_TR_CAPE;excess_CAPE_yield;sqrt_excess_CAPE_yield;detrended;detrended_off1yr;detrended_off2yr;detrended_off5yr;detrended_off7yr;detrended_off10yr;detrended_SMA_1yr;detrended_SMA_2yr;detrended_SMA_5yr;detrended_SMA_10yr;detrended_SMA_avg;detrended_BB_1yr;detrended_BB_2yr;detrended_BB_5yr;detrended_BB_10yr;detrended_BB_avg;detrended_plus_slope_1yr;detrended_plus_slope_2yrs;detrended_plus_slope_5yrs;detrended_sqr;detrended_sqr_off1yr;detrended_sqr_off2yr;detrended_sqr_off5yr;detrended_sqr_off7yr;detrended_sqr_off10yr;detrended_cutoff_hi_03;detrended_cutoff_low_03;return_avg_normalized;stdev_avg_normalized;TR_max;TR_max_off_m1yr;TR_max_off_m2yr;TR_max_off_m5yr;TR_max_off1yr;TR_max_off2yr;TR_max_off5yr;TR_max_off7yr;TR_max_off10yr;TR_min;TR_ratio;time_since_max;nominal_interest_rate_10yr;real_interest_rate_10yr;real_return_1yr;real_return_2yr;real_return_3yr;real_return_5yr;real_return_7yr;real_return_avg_1_7yrs;real_return_9yr;real_return_10yr;real_return_11yr;real_return_12yr;real_return_13yr;real_return_15yr;real_return_min;real_return_avg_9_15yrs;real_return_max;real_return_sd;real_return_20yr;real_return_25yr;real_return_6mth_cutoff_m12pc;real_return_1yr_cutoff_m20pc;real_return_10yr_cutoff_2pc;SMA_real_return_10yr_cutoff_m10pc;real_return_10yr_cutoff_11pc;SMA_real_return_10yr_cutoff_75pc;SMA_real_return_15yr_cutoff_150pc;curv_1yr;curv_2yr;curv_5yr;curv_avg;sd_6mo;sd_1yr;sd_2yr;sd_5yr;sd_10yr;sd_15yr;sd_avg;BB_6mo;BB_1yr;BB_2yr;BB_5yr;BB_avg;SMA_1yr_2yr;SMA_1yr_5yr;SMA_2yr_5yr;SMA_ratio_avg;future_real_return_1yr;future_real_return_2yr;future_real_return_3yr;future_real_return_5yr;future_real_return_7yr;future_real_return_avg_1_7yrs;future_real_return_9yr;future_real_return_10yr;future_real_return_11yr;future_real_return_12yr;future_real_return_13yr;future_real_return_15yr;future_real_return_avg_9_15yrs;future_real_return_20yr;future_real_return_25yr;future_TR_ratio_1yr;future_TR_ratio_2yr;future_TR_ratio_5yr
1895.96;6.896;0.0440;0.0579;0.029;-0.007;-0.028;-0.017;2.807;2.806;3.036;0.006;0.075;0.081;0.125;0.093;0.076;0.184;0.269;0.097;0.064;0.049;0.06;0.07;-1.40;-1.19;-0.48;-0.49;-0.89;0.103;0.078;0.019;0.007;0.016;0.009;0.006;0.034;0.072;0.000;0.000;-0.410;-1.067;0.089;0.111;0.224;0.509;0.041;0.041;-0.119;-0.220;-0.348;0.977;1.115;0.250;0.0359;0.0069;0.03;0.05;0.01;0.05;0.04;0.04;0.04;0.04;0.07;0.06;0.06;0.05;0.01;0.05;0.07;0.02;0.08;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;-0.02;0.00;0.00;0.04;0.05;0.03;0.04;0.04;0.07;0.05;-2.38;-0.43;0.13;0.30;-0.59;1.10;1.36;1.05;1.17;0.07;0.09;0.12;0.10;0.10;0.09;0.09;0.10;0.10;0.05;0.08;0.08;0.08;0.07;0.03;1.06;1.07;1.03
1896.04;6.939;0.0443;0.0578;0.014;-0.007;-0.033;-0.018;2.810;2.808;3.038;0.006;0.079;0.082;0.112;0.099;0.137;0.237;0.291;0.089;0.074;0.049;0.06;0.07;-1.22;-1.12;-0.46;-0.48;-0.82;0.088;0.068;0.013;0.007;0.013;0.010;0.019;0.056;0.085;0.000;0.000;-0.430;-1.086;0.082;0.119;0.210;0.412;0.035;0.035;-0.125;-0.224;-0.352;0.971;1.115;0.333;0.0360;0.0215;0.05;0.04;0.02;0.05;0.04;0.04;0.04;0.04;0.07;0.06;0.06;0.05;0.02;0.05;0.07;0.01;0.08;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.06;-0.02;0.04;-0.01;0.05;0.04;0.03;0.04;0.04;0.07;0.05;-1.56;-0.37;0.17;0.32;-0.36;1.08;1.26;1.00;1.11;0.03;0.10;0.14;0.11;0.10;0.06;0.09;0.10;0.09;0.06;0.08;0.07;0.08;0.07;0.03;1.06;1.07;1.05
1896.13;7.362;0.0423;0.0547;0.000;0.000;-0.039;-0.018;2.866;2.863;3.093;0.002;0.042;0.136;0.097;0.126;0.136;0.259;0.308;0.116;0.113;0.054;0.07;0.09;0.16;0.07;-0.19;-0.29;-0.06;0.136;0.121;0.063;0.018;0.009;0.016;0.018;0.067;0.095;0.000;0.000;-0.439;-1.096;0.020;0.131;0.171;0.406;-0.025;-0.025;-0.175;-0.269;-0.375;0.915;1.115;0.417;0.0358;0.0358;0.10;0.04;0.05;0.07;0.05;0.06;0.04;0.05;0.07;0.06;0.06;0.05;0.04;0.06;0.10;0.02;0.08;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.10;0.00;0.04;-0.02;0.05;0.04;0.03;0.04;0.04;0.07;0.05;0.78;0.87;1.08;0.63;0.84;1.04;1.24;0.98;1.09;0.00;0.08;0.14;0.10;0.10;0.07;0.09;0.10;0.09;0.06;0.08;0.07;0.08;0.06;0.03;1.04;1.07;1.07
1896.21;7.272;0.0428;0.0548;-0.042;0.000;-0.041;-0.017;2.850;2.847;3.077;0.004;0.064;0.118;0.096;0.183;0.104;0.248;0.298;0.106;0.111;0.054;0.07;0.08;-0.40;-0.28;-0.28;-0.34;-0.33;0.106;0.108;0.040;0.014;0.009;0.033;0.011;0.062;0.089;0.000;0.000;-0.456;-1.117;0.032;0.126;0.100;0.444;-0.013;-0.013;-0.165;-0.260;-0.367;0.926;1.115;0.500;0.0357;0.0773;0.09;0.02;0.04;0.06;0.05;0.05;0.04;0.05;0.07;0.06;0.06;0.05;0.02;0.05;0.09;0.02;0.08;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.13;0.02;0.02;-0.03;0.04;0.04;0.03;0.04;0.04;0.07;0.04;0.58;0.43;0.80;0.55;0.59;0.98;1.28;0.95;1.07;0.01;0.08;0.15;0.12;0.10;0.07;0.09;0.10;0.08;0.06;0.07;0.08;0.08;0.06;0.03;1.04;1.07;1.12
1896.29;7.473;0.0422;0.0536;-0.068;-0.007;-0.041;-0.016;2.874;2.870;3.100;0.003;0.051;0.140;0.094;0.195;0.123;0.244;0.295;0.136;0.105;0.060;0.07;0.09;0.13;0.32;-0.17;-0.27;0.00;0.119;0.140;0.057;0.020;0.009;0.038;0.015;0.060;0.087;0.000;0.000;-0.466;-1.130;0.005;0.122;0.081;0.409;-0.039;-0.039;-0.187;-0.280;-0.384;0.901;1.115;0.583;0.0355;0.1040;0.07;0.05;0.07;0.07;0.04;0.06;0.04;0.05;0.07;0.07;0.06;0.05;0.04;0.06;0.07;0.01;0.08;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.12;0.04;0.03;-0.02;0.05;0.03;0.03;0.04;0.04;0.07;0.04;1.73;1.12;1.14;0.70;1.17;0.96;1.26;0.94;1.05;-0.01;0.04;0.15;0.12;0.09;0.05;0.10;0.09;0.07;0.06;0.07;0.07;0.08;0.06;0.03;1.04;1.07;1.16
1896.38;7.577;0.0422;0.0530;-0.095;-0.015;-0.040;-0.016;2.885;2.881;3.110;0.003;0.056;0.149;0.132;0.156;0.129;0.294;0.298;0.142;0.103;0.063;0.08;0.10;0.35;0.56;-0.13;-0.23;0.14;0.130;0.155;0.062;0.022;0.017;0.024;0.017;0.086;0.089;0.000;0.000;-0.473;-1.139;0.000;0.085;0.128;0.406;-0.053;-0.053;-0.198;-0.262;-0.389;0.889;1.125;0.000;0.0353;0.1299;0.07;0.07;0.09;0.07;0.04;0.07;0.04;0.04;0.07;0.08;0.06;0.05;0.04;0.06;0.09;0.01;0.08;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.07;0.07;0.01;0.00;0.05;0.03;0.03;0.04;0.04;0.07;0.04;1.63;1.32;1.21;0.77;1.24;1.04;1.30;0.97;1.10;-0.04;0.03;0.14;0.14;0.08;0.04;0.09;0.09;0.07;0.06;0.07;0.07;0.08;0.06;0.03;1.04;1.07;1.28
1896.46;7.578;0.0428;0.0532;-0.096;-0.022;-0.040;-0.019;2.883;2.878;3.108;0.003;0.057;0.143;0.135;0.142;0.131;0.309;0.354;0.147;0.093;0.060;0.08;0.09;0.17;0.42;-0.15;-0.25;0.05;0.125;0.153;0.054;0.021;0.018;0.020;0.017;0.095;0.125;0.000;0.000;-0.479;-1.147;0.000;0.075;0.139;0.396;-0.053;-0.053;-0.198;-0.248;-0.351;0.889;1.125;0.000;0.0352;0.1311;0.05;0.08;0.11;0.07;0.04;0.07;0.04;0.04;0.07;0.07;0.06;0.05;0.04;0.06;0.11;0.02;0.08;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.08;0.02;0.04;0.05;0.03;0.04;0.03;0.04;0.07;0.04;1.24;1.12;1.10;0.76;1.05;1.06;1.30;0.98;1.11;-0.02;0.03;0.13;0.13;0.09;0.03;0.09;0.09;0.07;0.06;0.08;0.08;0.08;0.06;0.03;1.02;1.07;1.28
1896.54;7.114;0.0456;0.0561;-0.083;-0.036;-0.040;-0.020;2.818;2.812;3.041;0.006;0.078;0.075;0.151;0.120;0.125;0.286;0.355;0.126;0.071;0.052;0.07;0.08;-1.55;-1.25;-0.50;-0.47;-0.94;0.046;0.077;-0.022;0.006;0.023;0.014;0.016;0.082;0.126;0.000;0.000;-0.498;-1.168;0.065;0.052;0.158;0.396;0.012;0.009;-0.146;-0.198;-0.304;0.947;1.125;0.083;0.0350;0.1183;-0.04;0.04;0.08;0.05;0.03;0.03;0.04;0.04;0.05;0.06;0.06;0.05;-0.04;0.05;0.08;0.03;0.08;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.04;0.00;0.04;0.04;0.03;0.03;0.03;0.04;0.07;0.04;-2.18;-0.86;0.14;0.36;-0.64;1.10;1.33;1.03;1.15;0.10;0.12;0.14;0.16;0.09;0.01;0.10;0.10;0.07;0.07;0.08;0.08;0.08;0.06;0.03;1.00;1.00;1.34
1896.63;6.736;0.0481;0.0586;-0.083;-0.043;-0.038;-0.020;2.761;2.754;2.984;0.009;0.093;0.015;0.178;0.127;0.157;0.298;0.348;0.099;0.050;0.058;0.06;0.07;-2.21;-2.05;-0.78;-0.66;-1.42;-0.028;0.004;-0.091;0.000;0.032;0.016;0.025;0.089;0.121;0.000;0.000;-0.525;-1.191;0.125;0.019;0.144;0.346;0.104;0.066;-0.098;-0.153;-0.265;1.000;1.125;0.167;0.0348;0.1182;-0.10;0.01;0.05;0.02;0.02;0.00;0.03;0.03;0.05;0.06;0.05;0.05;-0.10;0.04;0.06;0.04;0.08;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;-0.02;-0.01;0.00;0.06;0.04;0.03;0.03;0.04;0.07;0.05;-2.40;-1.84;-0.66;0.00;-1.22;1.12;1.32;1.06;1.17;0.22;0.17;0.17;0.16;0.09;-0.01;0.11;0.10;0.08;0.08;0.09;0.09;0.09;0.06;0.03;1.02;1.00;1.34
1896.71;7.117;0.0455;0.0549;-0.083;-0.029;-0.038;-0.020;2.815;2.806;3.036;0.006;0.074;0.065;0.182;0.128;0.245;0.307;0.372;0.115;0.066;0.069;0.07;0.08;-0.99;-1.00;-0.51;-0.48;-0.74;0.026;0.048;-0.043;0.004;0.033;0.016;0.060;0.094;0.138;0.000;0.000;-0.529;-1.194;0.065;0.009;0.137;0.226;0.055;0.009;-0.131;-0.187;-0.285;0.996;1.069;0.250;0.0347;0.1180;-0.04;0.03;0.06;0.03;0.03;0.02;0.04;0.03;0.05;0.07;0.06;0.05;-0.04;0.05;0.07;0.03;0.08;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.09;-0.01;-0.03;0.07;0.04;0.03;0.03;0.04;0.07;0.05;-0.63;-0.39;0.10;0.34;-0.14;1.13;1.21;1.09;1.14;0.18;0.16;0.15;0.15;0.08;-0.02;0.11;0.10;0.06;0.08;0.09;0.08;0.09;0.06;0.03;1.04;1.02;1.34
1896.79;7.088;0.0443;0.0529;-0.056;-0.014;-0.030;-0.017;2.811;2.800;3.030;0.009;0.095;0.055;0.166;0.123;0.243;0.287;0.395;0.092;0.062;0.066;0.07;0.07;-1.02;-1.06;-0.54;-0.51;-0.78;0.020;0.031;-0.054;0.003;0.027;0.015;0.059;0.082;0.156;0.000;0.000;-0.534;-1.198;0.069;0.021;0.136;0.221;0.059;0.013;-0.125;-0.184;-0.261;1.000;1.069;0.333;0.0345;0.0901;-0.02;0.03;0.04;0.03;0.03;0.02;0.04;0.03;0.04;0.06;0.05;0.05;-0.02;0.05;0.06;0.02;0.08;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.04;-0.13;-0.02;-0.06;0.06;0.04;0.03;0.03;0.04;0.07;0.05;-0.49;-0.40;0.00;0.31;-0.15;1.11;1.20;1.05;1.12;0.21;0.16;0.14;0.14;0.07;-0.02;0.11;0.11;0.06;0.08;0.09;0.07;0.09;0.06;0.03;1.07;1.02;1.34
1896.88;7.381;0.0413;0.0487;-0.014;0.007;-0.024;-0.016;2.853;2.838;3.068;0.010;0.098;0.090;0.130;0.121;0.239;0.276;0.417;0.086;0.076;0.080;0.07;0.08;-0.13;-0.42;-0.35;-0.39;-0.32;0.062;0.064;-0.018;0.008;0.017;0.015;0.057;0.076;0.174;0.000;0.000;-0.531;-1.196;0.027;0.053;0.132;0.220;0.017;-0.027;-0.159;-0.216;-0.271;0.967;1.062;0.417;0.0343;0.0484;0.07;0.05;0.06;0.03;0.04;0.05;0.05;0.04;0.05;0.07;0.06;0.06;0.03;0.05;0.07;0.01;0.09;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.04;-0.14;0.00;-0.06;0.06;0.04;0.03;0.03;0.04;0.07;0.04;1.04;0.62;0.60;0.56;0.71;1.08;1.16;1.05;1.09;0.14;0.13;0.12;0.13;0.06;-0.04;0.11;0.10;0.05;0.07;0.08;0.07;0.08;0.06;0.03;1.07;1.02;1.34
1896.96;7.137;0.0427;0.0498;0.000;0.007;-0.019;-0.018;2.821;2.803;3.033;0.011;0.104;0.051;0.081;0.125;0.267;0.256;0.376;0.067;0.058;0.081;0.06;0.07;-0.96;-1.00;-0.53;-0.51;-0.75;0.009;0.019;-0.057;0.003;0.007;0.016;0.071;0.065;0.142;0.000;0.000;-0.532;-1.199;0.062;0.099;0.121;0.180;0.052;0.006;-0.100;-0.189;-0.246;1.000;1.062;0.500;0.0342;0.0342;0.03;0.03;0.05;0.01;0.03;0.03;0.05;0.04;0.04;0.07;0.06;0.06;0.01;0.05;0.07;0.02;0.09;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.10;-0.11;0.01;-0.07;0.04;0.04;0.03;0.03;0.04;0.07;0.04;0.28;-0.37;0.01;0.32;0.06;1.02;1.07;1.02;1.04;0.14;0.17;0.13;0.14;0.07;-0.03;0.11;0.10;0.05;0.08;0.08;0.08;0.08;0.06;0.03;1.07;1.01;1.34
1897.04;7.373;0.0427;0.0517;-0.014;-0.007;-0.025;-0.022;2.856;2.835;3.065;0.004;0.062;0.079;0.082;0.112;0.309;0.290;0.339;0.107;0.062;0.087;0.06;0.08;-0.33;-0.52;-0.38;-0.41;-0.41;0.029;0.042;-0.026;0.006;0.007;0.013;0.095;0.084;0.115;0.000;0.000;-0.524;-1.197;0.028;0.092;0.130;0.126;0.018;-0.026;-0.087;-0.212;-0.270;0.987;1.041;0.583;0.0340;0.0485;0.00;0.05;0.05;0.02;0.04;0.03;0.05;0.04;0.04;0.07;0.06;0.06;0.00;0.05;0.07;0.02;0.09;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.07;-0.07;0.03;-0.04;0.05;0.03;0.03;0.03;0.04;0.07;0.04;1.40;0.44;0.52;0.53;0.72;1.03;1.03;1.05;1.04;0.13;0.18;0.09;0.13;0.07;-0.02;0.11;0.10;0.06;0.08;0.08;0.07;0.08;0.06;0.03;1.07;1.06;1.34
1897.13;7.329;0.0431;0.0542;-0.014;-0.007;-0.019;-0.022;2.852;2.827;3.057;0.003;0.056;0.067;0.136;0.097;0.309;0.277;0.318;0.093;0.058;0.092;0.06;0.08;-0.48;-0.67;-0.42;-0.45;-0.50;0.024;0.024;-0.034;0.005;0.018;0.009;0.095;0.077;0.101;0.000;0.000;-0.517;-1.198;0.034;0.029;0.141;0.120;0.024;-0.021;-0.077;-0.207;-0.266;0.993;1.041;0.667;0.0340;0.0485;0.01;0.05;0.02;0.01;0.04;0.02;0.05;0.04;0.04;0.06;0.06;0.06;0.01;0.05;0.06;0.02;0.09;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;-0.05;0.02;-0.01;0.03;0.03;0.03;0.03;0.04;0.07;0.04;0.94;0.27;0.37;0.48;0.51;1.11;1.09;1.14;1.11;0.18;0.22;0.10;0.14;0.07;-0.03;0.11;0.10;0.06;0.08;0.08;0.07;0.08;0.06;0.04;1.07;1.15;1.34
1897.21;7.373;0.0430;0.0561;0.000;-0.028;-0.017;-0.022;2.860;2.831;3.060;0.003;0.055;0.068;0.118;0.096;0.344;0.267;0.340;0.104;0.057;0.094;0.07;0.08;-0.37;-0.63;-0.41;-0.44;-0.46;0.028;0.018;-0.028;0.005;0.014;0.009;0.118;0.071;0.115;0.000;0.000;-0.503;-1.198;0.028;0.042;0.137;0.075;0.018;-0.026;-0.044;-0.212;-0.270;0.987;1.041;0.750;0.0339;0.0339;-0.01;0.05;0.02;0.01;0.03;0.02;0.05;0.04;0.04;0.06;0.06;0.06;-0.01;0.05;0.06;0.02;0.10;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.08;-0.04;0.03;0.02;0.03;0.03;0.02;0.03;0.04;0.06;0.04;0.99;0.41;0.44;0.51;0.59;1.09;1.03;1.14;1.09;0.15;0.23;0.10;0.14;0.07;-0.05;0.11;0.09;0.06;0.08;0.08;0.07;0.08;0.05;0.04;1.07;1.16;1.34
1897.29;7.278;0.0443;0.0599;0.000;-0.042;-0.020;-0.024;2.849;2.815;3.045;0.003;0.050;0.049;0.140;0.094;0.354;0.286;0.360;0.099;0.064;0.090;0.07;0.08;-0.69;-0.86;-0.51;-0.49;-0.64;0.018;-0.009;-0.040;0.002;0.020;0.009;0.125;0.082;0.130;0.000;0.000;-0.490;-1.201;0.041;0.014;0.133;0.059;0.032;-0.014;-0.017;-0.192;-0.261;1.000;1.041;0.833;0.0339;0.0339;-0.04;0.02;0.03;0.00;0.03;0.01;0.05;0.03;0.04;0.06;0.06;0.06;-0.04;0.05;0.06;0.03;0.10;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;-0.05;0.03;0.03;0.02;0.03;0.02;0.03;0.04;0.06;0.04;-0.51;0.09;0.11;0.42;0.03;1.12;1.04;1.15;1.10;0.12;0.25;0.11;0.14;0.07;-0.04;0.11;0.08;0.06;0.08;0.08;0.08;0.08;0.06;0.04;1.07;1.18;1.34
1897.38;7.452;0.0441;0.0617;0.000;-0.056;-0.023;-0.024;2.874;2.836;3.065;0.000;-0.013;0.068;0.149;0.132;0.352;0.313;0.375;0.106;0.072;0.092;0.07;0.08;-0.04;-0.54;-0.40;-0.43;-0.35;0.054;0.008;-0.015;0.005;0.022;0.017;0.124;0.098;0.141;0.000;0.000;-0.471;-1.201;0.017;0.000;0.085;0.056;0.017;-0.037;-0.037;-0.185;-0.278;1.000;1.017;0.917;0.0338;0.0338;-0.02;0.03;0.04;0.01;0.03;0.02;0.05;0.04;0.04;0.06;0.07;0.06;-0.02;0.05;0.07;0.02;0.10;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;-0.08;0.04;0.01;0.02;0.03;0.02;0.03;0.04;0.06;0.04;1.68;0.92;0.61;0.56;0.94;1.08;1.06;1.26;1.13;0.08;0.23;0.11;0.15;0.07;-0.02;0.10;0.08;0.07;0.08;0.07;0.07;0.08;0.05;0.04;1.07;1.18;1.34
1897.46;7.826;0.0422;0.0609;0.000;-0.049;-0.028;-0.023;2.924;2.882;3.111;-0.002;-0.040;0.111;0.143;0.135;0.344;0.304;0.356;0.093;0.093;0.096;0.07;0.09;1.92;0.14;-0.13;-0.27;0.42;0.128;0.057;0.038;0.012;0.021;0.018;0.119;0.092;0.127;0.000;0.000;-0.446;-1.193;0.000;0.033;0.110;0.092;-0.032;-0.083;-0.083;-0.224;-0.312;1.000;1.000;0.000;0.0338;0.0338;0.10;0.04;0.06;0.02;0.04;0.05;0.05;0.04;0.04;0.06;0.07;0.06;0.02;0.06;0.10;0.02;0.10;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.09;-0.09;0.04;0.01;0.04;0.04;0.02;0.03;0.04;0.06;0.04;2.76;2.12;1.55;0.87;1.83;1.07;1.06;1.28;1.14;0.03;0.18;0.08;0.13;0.07;-0.02;0.09;0.07;0.07;0.08;0.07;0.07;0.08;0.05;0.04;1.07;1.18;1.34
1897.54;8.202;0.0404;0.0602;0.000;-0.043;-0.030;-0.024;2.972;2.926;3.154;-0.003;-0.053;0.153;0.075;0.151;0.316;0.295;0.341;0.084;0.117;0.105;0.07;0.09;2.33;0.78;0.16;-0.11;0.79;0.192;0.111;0.090;0.023;0.006;0.023;0.100;0.087;0.116;0.000;0.000;-0.415;-1.170;0.000;0.153;0.139;0.172;-0.076;-0.122;-0.125;-0.259;-0.344;0.979;1.022;0.000;0.0338;0.0338;0.22;0.05;0.07;0.03;0.05;0.09;0.06;0.05;0.05;0.06;0.07;0.06;0.03;0.06;0.22;0.05;0.09;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.09;-0.04;0.05;0.04;0.07;0.05;0.03;0.04;0.04;0.06;0.05;2.43;2.27;2.01;1.12;1.96;0.99;1.02;1.29;1.10;0.09;0.13;0.06;0.12;0.06;-0.01;0.09;0.06;0.06;0.08;0.06;0.07;0.07;0.05;0.04;1.00;1.18;1.34
1897.63;8.382;0.0379;0.0583;0.045;-0.021;-0.022;-0.018;2.993;2.945;3.171;-0.001;-0.024;0.169;0.015;0.178;0.315;0.233;0.302;0.117;0.124;0.102;0.07;0.10;2.13;1.05;0.31;-0.05;0.86;0.215;0.145;0.118;0.029;0.000;0.032;0.099;0.054;0.091;0.000;0.000;-0.381;-1.144;0.000;0.244;0.127;0.192;-0.096;-0.113;-0.144;-0.275;-0.358;0.958;1.044;0.000;0.0337;-0.0117;0.18;0.06;0.08;0.04;0.06;0.08;0.06;0.05;0.05;0.06;0.07;0.06;0.04;0.06;0.18;0.04;0.09;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.04;0.06;0.07;0.08;0.06;0.04;0.04;0.05;0.06;0.05;1.93;2.11;1.92;1.17;1.78;0.91;0.96;1.19;1.02;0.09;0.13;0.05;0.12;0.06;0.01;0.09;0.06;0.06;0.08;0.06;0.07;0.07;0.04;0.04;1.00;1.18;1.34
1897.71;8.566;0.0361;0.0572;0.044;-0.007;-0.016;-0.017;3.015;2.964;3.189;0.002;0.050;0.186;0.065;0.182;0.288;0.202;0.300;0.120;0.124;0.110;0.07;0.11;1.87;1.29;0.46;0.01;0.91;0.249;0.182;0.146;0.034;0.004;0.033;0.083;0.041;0.090;0.000;0.000;-0.346;-1.113;0.000;0.204;0.141;0.245;-0.115;-0.124;-0.162;-0.291;-0.372;0.937;1.067;0.000;0.0337;-0.0105;0.21;0.07;0.09;0.04;0.07;0.10;0.06;0.06;0.05;0.06;0.08;0.06;0.04;0.06;0.21;0.05;0.09;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.09;0.12;0.06;0.09;0.09;0.07;0.04;0.04;0.05;0.06;0.06;1.68;1.89;1.83;1.21;1.65;0.95;1.03;1.22;1.07;0.11;0.13;0.05;0.12;0.06;0.04;0.09;0.05;0.07;0.08;0.06;0.07;0.07;0.04;0.04;1.02;1.18;1.36
1897.79;8.435;0.0373;0.0609;0.000;-0.014;-0.024;-0.019;3.000;2.946;3.170;0.001;0.029;0.165;0.055;0.166;0.306;0.154;0.252;0.128;0.104;0.098;0.07;0.10;1.20;0.98;0.35;-0.06;0.62;0.233;0.177;0.136;0.027;0.003;0.027;0.094;0.024;0.064;0.000;0.000;-0.314;-1.091;0.015;0.208;0.154;0.216;-0.102;-0.110;-0.149;-0.280;-0.362;0.952;1.067;0.083;0.0336;0.0336;0.14;0.08;0.08;0.04;0.08;0.08;0.06;0.06;0.04;0.05;0.07;0.06;0.04;0.06;0.14;0.03;0.09;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.18;0.06;0.12;0.07;0.07;0.05;0.04;0.05;0.06;0.06;0.97;1.35;1.41;1.05;1.19;0.95;1.01;1.19;1.05;0.13;0.11;0.05;0.13;0.07;0.07;0.10;0.05;0.07;0.08;0.06;0.07;0.07;0.04;0.04;1.02;1.18;1.36
1897.88;8.164;0.0387;0.0649;0.000;-0.007;-0.026;-0.022;2.967;2.910;3.133;0.002;0.041;0.127;0.090;0.130;0.275;0.101;0.258;0.089;0.074;0.084;0.06;0.08;0.38;0.39;0.06;-0.20;0.16;0.196;0.146;0.106;0.016;0.008;0.017;0.076;0.010;0.067;0.000;0.000;-0.293;-1.079;0.049;0.160;0.190;0.247;-0.072;-0.080;-0.121;-0.256;-0.341;0.983;1.067;0.167;0.0336;0.0336;0.14;0.09;0.07;0.04;0.07;0.08;0.06;0.06;0.04;0.05;0.07;0.06;0.04;0.06;0.14;0.03;0.09;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.20;0.03;0.12;0.04;0.07;0.05;0.04;0.05;0.06;0.05;-0.53;0.71;0.92;0.82;0.48;1.03;1.07;1.18;1.09;0.15;0.12;0.08;0.11;0.09;0.09;0.10;0.04;0.07;0.08;0.07;0.07;0.07;0.04;0.04;1.02;1.18;1.36
1897.96;8.366;0.0379;0.0653;0.029;0.000;-0.033;-0.023;2.990;2.931;3.153;-0.002;-0.041;0.146;0.051;0.081;0.250;0.076;0.228;0.112;0.081;0.084;0.06;0.08;0.63;0.63;0.26;-0.13;0.35;0.209;0.168;0.133;0.021;0.003;0.007;0.062;0.006;0.052;0.000;0.000;-0.272;-1.065;0.024;0.200;0.242;0.272;-0.094;-0.103;-0.142;-0.274;-0.357;0.960;1.067;0.250;0.0335;0.0041;0.13;0.10;0.08;0.05;0.07;0.08;0.05;0.06;0.05;0.05;0.07;0.06;0.05;0.06;0.13;0.03;0.09;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.20;0.03;0.10;0.03;0.06;0.05;0.04;0.05;0.06;0.05;0.13;0.93;1.09;0.90;0.76;1.03;1.06;1.16;1.09;0.16;0.11;0.10;0.10;0.09;0.10;0.09;0.04;0.07;0.08;0.07;0.07;0.07;0.03;0.04;1.01;1.18;1.36
